article_id,entity,label,score
53,purba,PER,0.3696116
53,##ya,ORG,0.4158031
53,asn,NOR,0.41980302
53,menteri keuangan,NOR,0.895283
53,purbaya,PER,0.9269949
53,yudhi sadewa,PER,0.9503025
53,asn,NOR,0.35212514
53,perpres nomor 79 tahun 2025,LAW,0.94661576
54,menkeu,NOR,0.7934815
54,purba,PER,0.36182866
54,##ya,ORG,0.48488703
54,tax,LAW,0.2616073
54,amnesty,ORG,0.41836044
54,menteri keuangan,NOR,0.9464899
54,purbaya,PER,0.93870807
54,yudhi sadewa,PER,0.90192324
54,tax amnesty,EVT,0.43781933
55,menke,NOR,0.6654102
55,##u,ORG,0.54301107
55,purba,PER,0.38714886
55,##ya,ORG,0.5266798
55,tax amnesty jilid iii,LAW,0.56966007
55,menteri keuangan,NOR,0.8966422
55,purbaya,PER,0.95754063
55,yudhi sadewa,PER,0.87324584
55,amnes,PRD,0.5427484
56,purba,PER,0.83646333
56,menteri keuangan,NOR,0.9143865
56,purbaya yudhi sadewa,PER,0.98295885
56,plts,PRD,0.8994452
57,purbaya,PER,0.90699553
57,tax amnesty,LAW,0.51646924
57,kibul,PER,0.49280334
57,kibul,PER,0.56104624
57,menteri keuangan,NOR,0.932006
57,purbaya,PER,0.9656582
57,yudhi sadewa,PER,0.94567984
57,tax,LAW,0.354999
57,amnes,PRD,0.4393114
57,##ty,LAW,0.32942787
58,purba,PER,0.56990457
58,mb,LAW,0.47743368
58,##g,PRD,0.6183013
58,purba,PER,0.87424666
58,anggaran belanja,LAW,0.62553763
58,pemerintah,NOR,0.5738322
58,bergi,EVT,0.44046092
58,gratis,PRD,0.4076724
58,##g,PRD,0.5684948
59,tutut,NOR,0.3947425
59,soeharto,PER,0.58288425
59,menkeu,NOR,0.884969
59,purbaya,PER,0.8349658
59,purbaya yudhi sadewa,PER,0.94199514
59,##keu,NOR,0.5300071
60,purba,PER,0.8798982
60,rp 71 triliun,MON,0.9965663
60,mb,PER,0.6814674
60,##g,ORG,0.64359444
60,mb,PER,0.6388514
60,##g,ORG,0.6579781
60,purba,PER,0.65592873
60,lampu,PRD,0.5345349
61,prabowo,PER,0.9952361
61,zulhas hingga,PER,0.8353543
61,purbaya,PER,0.76400584
61,prabowo subianto,PER,0.9790188
61,pemerintah,NOR,0.9549678
62,##keu,NOR,0.39314055
62,purbaya,PER,0.7463985
62,menteri keuangan,NOR,0.7493478
62,prabowo subianto,PER,0.9888499
62,purbaya yudhi sadewa,PER,0.97834724
63,menkeu,NOR,0.7861764
63,purbaya,PER,0.3890868
63,menkeu,NOR,0.8993905
63,purbaya,PER,0.73803174
63,bp,NOR,0.34893796
63,##js,PRD,0.4062963
63,pemerintah,NOR,0.9628554
64,menkeu,NOR,0.66512704
64,menteri keuangan,NOR,0.9507804
64,ketiga,ORD,0.90644765
65,18,CRD,0.9179272
65,menteri,NOR,0.45603243
65,purbaya,PER,0.67462313
65,18,CRD,0.92597395
65,menkeu purbaya,NOR,0.80519867
65,70 persen,PRC,0.9781923
66,menkeu,NOR,0.7046635
66,purba,PER,0.55041367
66,tkd 2026,LAW,0.52711487
66,pemerintah,NOR,0.93859625
66,anggaran transfer,LAW,0.7204012
66,daerah,LAW,0.7542484
66,tkd,LAW,0.6873601
66,anggaran pendapatan dan belanja negara ( apbn ) 2026,LAW,0.85936385
67,purbaya restu,PER,0.8708377
67,gedung,FAC,0.38263598
67,bank jakarta,ORG,0.5912387
67,apbn,LAW,0.94409853
67,bank jakarta,ORG,0.9296044
67,bank bumd dki,ORG,0.860035
67,apbn,LAW,0.9633864
68,men,NOR,0.7348499
68,##keu purbaya,ORG,0.5124699
68,puluhan,MON,0.8406761
68,triliun,MON,0.49935138
68,bank jakarta,ORG,0.98421043
68,menteri keuangan,NOR,0.75756896
68,purbaya,PER,0.9403635
68,yudhi sadewa,PER,0.91442525
68,rp 10 - 20 triliun,MON,0.9975745
68,bank jakarta,ORG,0.9846766
69,menkeu purba,NOR,0.71626014
69,##ya,ORG,0.58563083
69,balai kota,ORG,0.5003577
69,pramono,PER,0.9258758
69,menkeu purba,NOR,0.792163
69,pramono,PER,0.9254554
69,pemprov dki jakarta,NOR,0.9735273
70,kemenperin,NOR,0.9263579
70,menkeu purbaya,NOR,0.7716328
70,rokok,PRD,0.48749605
70,2026,CRD,0.3412104
70,menteri keuangan,NOR,0.9716704
70,purbaya,PER,0.9468213
70,yudhi sadewa,PER,0.9420459
70,rokok,PRD,0.5195344
70,2026,CRD,0.32412788
71,menkeu,NOR,0.8245259
71,purba,PER,0.43045044
71,online,PRD,0.48505786
71,kemenkeu,NOR,0.9146781
71,kebijakan pajak penghasilan (,LAW,0.8240806
71,pph ) pasal 22,LAW,0.8274328
71,"0, 5 persen",PRC,0.99125093
71,-,PRD,0.4381748
72,purbaya,PER,0.7645873
72,bunga kur perumahan,PRD,0.50500435
72,menteri keuangan (,NOR,0.82605296
72,menkeu,NOR,0.8299864
72,purbaya yudhi sadewa,PER,0.97819114
72,bunga kur,PRD,0.34078184
72,pemerintah,NOR,0.9313474
74,##u,ORG,0.38781822
74,ketua banggar dpr ri,NOR,0.9801909
74,said,PER,0.98992914
74,##ke,NOR,0.3304197
74,##u,ORG,0.4264534
75,anggito abimanyu,PER,0.9496774
75,wamenkeu,ORG,0.8851277
75,lps gantikan purba,ORG,0.7889402
75,##ya,PER,0.4350617
75,anggito abimanyu,PER,0.96247274
75,dewan komisioner lembaga penjamin simpanan,ORG,0.88951087
75,lps,ORG,0.69335055
75,2025 - 2030,DAT,0.8211505
76,purbaya,PER,0.9073434
76,badan penerimaan negara,ORG,0.46430644
76,menteri keuangan,NOR,0.91548824
76,purbaya yudhi sadewa,PER,0.9729989
76,bpn,ORG,0.61489767
77,amnesty,EVT,0.37988716
77,menkeu purba,NOR,0.84237885
77,##ya,ORG,0.304657
77,menteri keuangan,NOR,0.94910187
77,purbaya,PER,0.86495495
77,yudhi sadewa,PER,0.98380756
77,pengampunan pajak,EVT,0.5688088
77,tax amnesty,EVT,0.49871838
78,menkeu,NOR,0.6999564
78,purbaya,PER,0.37120938
78,oktober,DAT,0.9936186
78,menteri keuangan,NOR,0.91946685
78,purbaya yudhi sadewa,PER,0.94706124
78,95 persen,PRC,0.9937808
79,menkeu purba,NOR,0.63981855
79,##ya,ORG,0.4991694
79,menteri keuangan,NOR,0.9228394
79,purbaya yudhi sadewa,PER,0.9768905
79,e - commerce,PRD,0.66294616
79,2026,DAT,0.91438645
80,sebulan,QTY,0.7665811
80,menkeu,NOR,0.60010487
80,purba,PER,0.9856365
80,sebulan,QTY,0.62226266
80,menkeu,NOR,0.78719884
80,purbaya,PER,0.776418
80,setahun,QTY,0.80690634
81,menkeu,NOR,0.5967836
81,purbaya,PER,0.54360384
81,prabowo,PER,0.9962121
81,wamenkeu,PRD,0.6841104
81,prabowo subianto,PER,0.9893809
81,wamenkeu,PRD,0.6809704
81,anggito abimanyu,PER,0.88559365
82,18,CRD,0.9420369
82,menkeu purba,NOR,0.7506817
82,18,CRD,0.9635115
82,70 persen,PRC,0.95711625
82,menkeu purba,NOR,0.6766596
83,gubernur,NOR,0.79561675
83,indonesia,GPE,0.5530179
83,purbaya,PER,0.79678553
83,tkd 2026,LAW,0.6124082
83,app,ORG,0.4752257
83,menteri keuangan,NOR,0.96660525
83,purbaya yudhi sadewa,PER,0.902288
83,gedung djuanda kemenekeu,LOC,0.83607596
83,jakarta,GPE,0.99744296
83,selasa ( 7 / 10 / 2025 ),DAT,0.9947288
83,tk,LAW,0.54109246
83,202,CRD,0.35740694
83,##6,LAW,0.30524737
84,menkeu,NOR,0.6532628
84,purba,ORG,0.5498633
84,##g,PRD,0.42090943
84,menkeu purba,NOR,0.6851449
84,##ya,ORG,0.38905698
85,pramono,PER,0.94355583
85,dbh,ORG,0.40988737
85,jakarta,GPE,0.50502414
85,menkeu purbaya,NOR,0.57756567
85,gubernur dki jakarta,NOR,0.988836
85,pramono anu,PER,0.9042973
85,##h,ORG,0.3862098
85,menteri keuangan,NOR,0.87145454
85,purbaya yudhi sadewa,PER,0.88058335
86,rokok,PRD,0.58501726
86,purba,PER,0.76675636
86,kemenkeu,NOR,0.92703193
86,rokok,PRD,0.5837321
86,indonesia,GPE,0.9946075
87,purbaya,PER,0.92797285
87,anggito,PER,0.910308
87,lps,ORG,0.7131692
87,presiden,NOR,0.64713764
87,anggito abimanyu,PER,0.96206903
87,dewan komisioner lembaga penjamin simpanan,ORG,0.81109905
87,lps,ORG,0.6871135
87,2025 - 2030,DAT,0.93721586
88,menkeu,NOR,0.79992706
88,purbaya,PER,0.8957888
88,anggito abimanyu,PER,0.97355014
88,ketua,NOR,0.6324742
88,dewan komisioner lps,ORG,0.61343145
88,lps,ORG,0.56879675
88,purbaya,PER,0.90845895
88,menke,NOR,0.6200597
88,anggito abimanyu,PER,0.9639285
88,purbaya,PER,0.9421648
89,menkeu,NOR,0.7093304
89,purbaya,PER,0.61646783
89,coretax,PRD,0.69490856
89,sebulan,QTY,0.5407297
89,menteri keuangan,NOR,0.9084794
89,purbaya,PER,0.9620509
89,yudhi sadewa,PER,0.891661
89,sistem coretax,PRD,0.6737908
90,ida yulidina,PER,0.9901718
90,menkeu,NOR,0.7063324
90,purbaya,ORG,0.4116696
90,ida yulidina,PER,0.992767
90,pemenang wajah femina 1989,EVT,0.90007526
90,menkeu,NOR,0.61539596
90,purbaya yudhi sadewa,PER,0.85318357
91,##u,ORG,0.3965618
91,batik trimina,PRD,0.7527199
91,trun,WOA,0.40406528
91,##tum,PRD,0.677914
91,purba,PER,0.36058858
91,batik,PRD,0.5470265
91,gong,PRD,0.6413431
91,##gong,WOA,0.48429465
91,trun,PRD,0.2926487
92,kebijakan cukai,LAW,0.39837343
92,rokok,PRD,0.39355177
92,2026,LAW,0.4036761
92,purba,PER,0.9750098
92,menkeu,NOR,0.80458456
92,purbaya,PER,0.9445503
92,yudhi sadewa,PER,0.8886503
92,cukai rokok,PRD,0.4640429
92,2026,DAT,0.70979005
92,rokok,PRD,0.5783356
93,menkeu,NOR,0.73519975
93,purba,PER,0.57787895
93,tim akselerasi program prioritas,ORG,0.8946421
93,prabowo,PER,0.9597452
93,pemerintah,NOR,0.9641299
93,tim akselerasi program,ORG,0.7870248
93,prabowo subianto,PER,0.99157876
94,kari,PER,0.8784389
94,##r,PER,0.4271911
94,purbaya,PER,0.7848456
94,menteri keuangan,NOR,0.8496069
94,purbaya yudhi sadewa,PER,0.9297929
94,menteri keuangan,NOR,0.7855088
95,purbaya,PER,0.83723265
95,lps,ORG,0.64517397
95,dewan komisioner lembaga penjamin simpanan,ORG,0.9223015
95,lps,ORG,0.8796223
96,purbaya,PER,0.8240317
96,menteri keuangan,NOR,0.9504039
96,lps,PRD,0.38327956
96,menteri keuangan (,NOR,0.83297783
96,menkeu,NOR,0.83898765
96,purbaya yudhi sadewa,PER,0.9712345
96,menteri keuangan,NOR,0.8632692
97,purbaya,PER,0.9147384
97,menteri keuangan,NOR,0.9172288
97,gede,PER,0.9817168
97,purbaya,PER,0.9797412
97,yudhi sadewa,PER,0.86789834
97,menteri keuangan,NOR,0.8761126
98,menkeu,NOR,0.7026401
98,purba,ORG,0.5150218
98,##d,LAW,0.5223098
98,202,CRD,0.36673796
98,##6,LAW,0.428201
98,pemerintah,NOR,0.9524715
98,rapbn 2026,LAW,0.6961661
99,menkeu,NOR,0.78001577
99,purba,PER,0.3122169
99,##ya,ORG,0.61245674
99,sor,PER,0.68343866
99,##oti,ORG,0.37560308
99,lpg 3,PRD,0.64596766
99,menteri keuangan,NOR,0.9651503
99,purbaya yudhi sadewa sor,PER,0.8730611
99,lpg 3 kg,PRD,0.755575
100,menkeu,NOR,0.6540106
100,purba,PER,0.44658166
100,##ya,ORG,0.61516905
100,him,PER,0.21367058
100,##bara,ORG,0.49953932
100,dollar as,MON,0.9899663
100,rupiah,MON,0.9706242
100,menteri keuangan,NOR,0.8284611
100,purbaya,PER,0.75350034
100,bank himbara,ORG,0.9803398
100,rp 200 triliun,MON,0.99798703
101,rp 200 t,MON,0.9945275
101,5,CRD,0.47014877
101,bank himbara,ORG,0.74603057
101,purba,PER,0.9589999
101,##ya,ORG,0.40759772
101,btn,ORG,0.7089175
101,purbaya,PER,0.72527003
101,rp 15 triliun,MON,0.9982214
101,btn,ORG,0.816237
102,bank,ORG,0.82472825
102,rp 200 t,MON,0.9956851
102,purba,PER,0.97452116
102,menke,NOR,0.69159967
102,##u,ORG,0.52343196
102,purba,PER,0.7913043
102,##ya,ORG,0.44841784
102,##ak,EVT,0.562086
102,bri,ORG,0.9809747
102,bank himbara,ORG,0.97612923
103,seloroh purbaya,PER,0.89437306
103,sebulan,QTY,0.82187414
103,menkeu,NOR,0.7407567
103,lps,ORG,0.474074
103,menteri keuangan,NOR,0.9195417
103,purbaya,PER,0.9291744
103,yudhi sadewa,PER,0.90114117
103,prabowo,PER,0.98288065
104,menkeu purba,NOR,0.81233823
104,##ya,ORG,0.6160784
104,rp 150 miliar,MON,0.9967344
104,kaltara,NOR,0.51185817
104,menteri keuangan,NOR,0.97704196
104,menkeu,NOR,0.9102443
104,purbaya,PER,0.8151795
104,rp150 miliar,MON,0.9940859
104,kaltara,GPE,0.48653156
105,malaysia,GPE,0.99853134
105,kaltara,GPE,0.72791386
105,malaysia,GPE,0.89270455
106,purbaya,PER,0.9392824
106,kdm,ORG,0.49656433
106,rp 1. 000,MON,0.9973234
106,jabar,GPE,0.9316329
106,menkeu,NOR,0.94937664
106,purbaya,PER,0.8837766
106,yudhi sadewa,PER,0.97843236
106,rp 1. 000,MON,0.99694324
106,gubernur jawa barat,NOR,0.9745696
106,dedi mulyadi,PER,0.98952204
106,kdm,PER,0.781139
107,dki,GPE,0.77110994
107,scbd,LOC,0.64002776
107,menkeu purba,NOR,0.7550864
107,menkeu,NOR,0.89221936
107,purbaya,PER,0.541432
107,pemerintah provinsi dki jakarta,NOR,0.93555045
107,gedung,FAC,0.4122265
107,bank dki,ORG,0.7178299
108,menkeu,NOR,0.8040998
108,purbaya,PER,0.35676113
108,jakarta,GPE,0.99300003
108,menkeu,NOR,0.8428245
108,purbaya,PER,0.36649483
108,pemerintah pusat,NOR,0.9602463
108,jakarta,GPE,0.9964307
108,kedua,ORD,0.95367736
108,2026,DAT,0.9263773
109,balai kota,LOC,0.6857326
109,pramono,PER,0.97087353
109,menkeu,NOR,0.6423723
109,purbaya,ORG,0.4525547
109,3,CRD,0.9462159
109,pramono,PER,0.9413341
109,menkeu,NOR,0.6352124
109,purbaya,ORG,0.5102133
109,balai kota jakarta,LOC,0.68313915
109,tiga,CRD,0.9731737
110,70 persen,PRC,0.9903862
110,pemerintah,NOR,0.9507337
110,purba,PER,0.8820886
110,bank mandiri,ORG,0.9854425
110,menkeu,NOR,0.7161452
110,purbaya,PER,0.6770368
110,bank mandiri,ORG,0.98492384
111,purbaya,PER,0.84234786
111,luhut,PER,0.96175104
111,mbg,PRD,0.6192882
111,oktober,DAT,0.994206
111,menkeu,NOR,0.87549996
111,purbaya,PER,0.80402404
111,mbg,PRD,0.6364747
111,luhut,PER,0.94137233
112,ketua komisi xi dpr,NOR,0.969185
112,sentil purbaya,PER,0.8992277
112,lpg 3 kg,PRD,0.5761573
112,ketua komisi xi dpr,NOR,0.977012
112,misbakhun,PER,0.9721482
112,menkeu,NOR,0.7571721
112,purbaya,PER,0.6356162
113,bahlil,PER,0.73641986
113,lpg 3 kg,PRD,0.5035895
113,purba,PER,0.9680348
113,menteri keuangan,NOR,0.85469556
113,purbaya yudhi sadewa,PER,0.91311425
113,menteri,NOR,0.66773295
113,esdm,ORG,0.7571513
113,bahlil,PER,0.9275937
113,lpg,PRD,0.5355066
113,3 kg,QTY,0.43942177
114,men,NOR,0.78397393
114,##keu purba,ORG,0.5560294
114,ayam penyet sambel ijo,PRD,0.8550483
114,menkeu,NOR,0.7559884
114,purbaya,PER,0.45248058
114,yudhi sadewa,PER,0.95695156
114,warung kaki lima,LOC,0.7306501
115,menkeu purba,NOR,0.706983
115,rokok,PRD,0.6242303
115,menteri koboi,NOR,0.7945182
115,menteri keuangan,NOR,0.956674
115,purbaya,PER,0.9003005
115,yudhi sadewa,PER,0.9711282
115,2026,DAT,0.9492852
